repo,number,url,title,body,merged,merged_by,author,keywords,comments,commits
grpc/grpc-java,12203,https://github.com/grpc/grpc-java/pull/12203,xds: ORCA to LRS propagation changes,"Implements gRFC A85 (https://github.com/grpc/proposal/pull/454).
",2025-10-13T07:57:31Z,shivaspeaks,shivaspeaks,clarity,,ORCA to LRS propagation changes | added BackendMetricPropagationTest and addressed comments | added BackendMetricPropagationTest and addressed comments | format | add test | merge from master | use env variable in recordBackendLoadMetricStats | address comments | Merge branch 'master' into lrs-custom-metric-changes | merge from master and refactoring | merge from master | resolve merge conflicts
grpc/grpc-java,12377,https://github.com/grpc/grpc-java/pull/12377,A68 random subsetting (part 1),"implementing gRFC A65 [grpc/proposal/pull/423](https://github.com/grpc/proposal/pull/423)

This change contains:
1. ~~Relocation of `XxHash64` library, so it can be shared between `util` and `xds` projects. Proposed source directory is: `third-party/zero-allocation-hashing`.~~ Usage of `murmur3_128` hashing algorithm from Guava library.  
2. Implementation of `RandomSubsettingLoadBalancer` and `RandomSubsettingLoadBalancerProvider` classes and integration into the `util` project.
3. ~~Implementation of xDS conversion function for `random_subsetting` LB policy and as well new envoy proto message.~~ Since envoy extensions does not support `random_subsetting` LB policy yet, xDS related changes will be introduced later. Envoy PR [here](https://github.com/envoyproxy/envoy/pull/41758).",2025-11-05T21:37:54Z,ejona86,Zgoda91,clarity,"@ejona86 - PR updated | CC @s-matyukevich, @joybestourous | @ejona86 - PR updated. | @ejona86 - pushed changes. However, I do have two questions, which I have posted as answers to your comments. | /gcbrun","Moved `XxHash64` library to enable shared use across projects | Implemented random_subsetting LB policy | Implemented random_subsetting converter for xDS | Optimized seed lifetime | Optimized memory allocations for arrays | Changed visibility of LB to package-private | Revert ""Moved `XxHash64` library to enable shared use across projects""

This reverts commit 8d349df5d3108b4e13f35a7508ca7b94c331b8e4. | Changed hashing function to `murmur3_128` | Removed leftover dependency from `BUILD.bazel` | Changed hash code comparator | Improved test assertion to get better failure message | Excluded new LB from javadoc | Improved `subsetSize` parsing | Adjusted expectation for flaky test | Changed way of storing hashes | Improved config builder | Updated xDS converting function | Updated status for subset size parsing failure | Added deterministic seed setup for LB tests | Reverted xDS changes | Reused existing constructor | Fixed status codes | Suffix name with _experimental | Suffix name with _experimental in tests, too"
grpc/grpc-java,12259,https://github.com/grpc/grpc-java/pull/12259,stub: use the closedTrailers in StatusException,"Fixes #12256 

cc: @benjaminp ",2025-08-06T06:54:34Z,shivaspeaks,shivaspeaks,clarity,,stub: use the closedTrailers in StatusException | use atomic reference to hold both status and metadata | check not null for status in CloseState
grpc/grpc-java,12091,https://github.com/grpc/grpc-java/pull/12091,Rename PSM interop fallback test suite to light,"This is part of a cross-repository change to generalize the fallback test suite to support other tests, and to change the name for clarity. See also https://github.com/grpc/psm-interop/pull/179.",2025-05-22T22:43:26Z,ejona86,murgatroid99,clarity,"Doing this atomically makes it seem like we hate ourselves. But whatever. cl/762145914 looks to be the Kokoro rename.
Windows build is messed up because cl/761987289 was merged but not #11961
CC @kannanjgithub",Rename PSM interop fallback test suite to light
grpc/grpc-java,12186,https://github.com/grpc/grpc-java/pull/12186,A75 Aggregate cluster fixes,,2025-07-29T12:36:39Z,kannanjgithub,kannanjgithub,clarity,,"Add Docker fiels for xds example server and client. | Merge branch 'grpc:master' into master | Merge branch 'grpc:master' into master | Merge branch 'grpc:master' into master | Merge branch 'grpc:master' into master | Merge branch 'grpc:master' into master | in-progress changes. | in-progress changes. | in-progress changes. | in-progress changes. | in-progress changes. | in-progress changes. | Revert ""Add Docker fiels for xds example server and client.""

This reverts commit ed5072e1481c2f355e4f8b2e3eab92f1a7a7b7cd. | Changes | whitespace changes nightmares | whitespace changes nightmares | whitespace changes nightmares | Replace clusters array with single cluster in ClusterResolverLB | Review comments, excepting the child cluster type change handling. | nit | Handle cluster type changes by using Graceful switch load balancer as a delegate in CdsLoadbalancer2 | Fix test | Review comments. | Revert indendation changes done by IDE in unchanged lines. | A map for ClusterState is not required in ClusterResolverLoadBalancer which now holds only a single cluster's state. | Reinstantiate delegate after shutdown. | Merge branch 'master' into a75-fixes2 | Fix problem after merge. | Fix problem after merge. | Fix style errors."
grpc/grpc-java,12050,https://github.com/grpc/grpc-java/pull/12050,census: expose client interceptors,Helps resolve https://b.corp.google.com/issues/391196954,2025-07-01T15:14:28Z,AgraVator,AgraVator,clarity,,census: expose client interceptors | census: expose server tracer factories | census: use no arg methods for ClientInterceptors and StreamFactories | census: introduces builder pattern for stats and tracing | census: introduces builder pattern for stats and tracing
grpc/grpc-java,11045,https://github.com/grpc/grpc-java/pull/11045,core: Improve clarity of RpcProgress meanings,,2024-03-27T23:11:26Z,ejona86,ejona86,clarity,,core: Improve clarity of RpcProgress meanings
grpc/grpc-java,11627,https://github.com/grpc/grpc-java/pull/11627,xds: Spiffe Trust Bundle Support,"Enables verification of SPIFFE based identities using SPIFFE trust bundles.
[gRFC](https://github.com/markdroth/proposal/blob/spiffe/A87-mtls-spiffe-support.md)",2024-11-08T05:03:15Z,ejona86,erm-g,clarity,,Initial commit | Failing tests fix | Failing tests fix | Simple happy path | Test updates for FileWatcher | Test enhancements for FileWatcher Spiffe | Test enhancements for XdsX509TrustManager | Delegates refactor | Factory tests | checkClientTrusted test | mTls | style fix | style fix | style fix | style fix | debugging delay | Add initial loading | full mtls with spiffe | Merge branch 'master' into spiffeE2E | exception tests mtls with spiffe | Merge remote-tracking branch 'origin/spiffeE2E' into spiffeE2E | typo during merge | merge fix - adjust default params | init of FileWatcherCertificateProvider includes initial load of the certs | CertificateProvider includes init() method to synchronously load the deps | Address PR comments | style fix | acceptedIssuers fix | Address PR comments | Address PR comments | Style fix | Style fix | Address PR comments | typof fix | get rid of io in netty event loop | style fix | Address PR comments | Updated README | Make `ca_certificate_file` optional if `spiffe_trust_bundle_map_file` is present | Style fix | Test fix | Introduce GRPC_EXPERIMENTAL_SPIFFE_TRUST_BUNDLE_MAP flag | Style fix | Style fix | Style fix | Workaround for XdsSecurityClientServerTest | Style fix | Address PR comments | Style fix | Style fix
grpc/grpc-java,10804,https://github.com/grpc/grpc-java/pull/10804,xds: (minor) address Java Code Clarity recommendations in CSDS,"Redoes https://github.com/grpc/grpc-java/pull/8028
Ref cl/365582959",2024-01-08T20:30:47Z,sergiitk,sergiitk,clarity,,"xds: (minor) address Java Code Clarity recommendations in CSDS

Redoes https://github.com/grpc/grpc-java/pull/8028
Ref cl/365582959 | Address feedback and checkstyle"
grpc/grpc-java,11098,https://github.com/grpc/grpc-java/pull/11098,"minor: remove the unnecessary final,static",sele expansion,2024-04-18T22:26:01Z,ejona86,laglangyue,clarity,"The committers listed above are authorized under a signed CLA.✅ login: laglangyue / name: Laglangyue  (c5abab9, 46ea88e, dfdff9d) | Thanks for your review.
Do you think we need just one PR to clean up the diamond for our repository additional?
@ejona86 @sergiitk | @laglangyue, updating examples in a single PR is fine, and can make them feel more modern. But as I said before, I don't think we want to make such changes everywhere because that is a purely stylistic change.","minor: remove the unnecessary final,static | revert RouteGuideServer | revert diamond"
grpc/grpc-java,10674,https://github.com/grpc/grpc-java/pull/10674,xDS: implement ADS stream flow control mechanism,"fix https://github.com/grpc/grpc/issues/34099


@ejona86  early feedback about the overall shape would be great, tests needs to be cleaned up.

",2023-12-16T19:17:03Z,YifeiZhuang,YifeiZhuang,clarity,,"add flow control | sync context | remove sync context in resolver | remove sync context in cds | Revert ""sync context""

This reverts commit b1f62e57274b71bbadae2c50a5aad97fc476dd4f. | pass in sync context | fix style | fix eric's 1 coment | local update | fix and test | executor, big 1 | fix | add test | minor fix"
grpc/grpc-java,10623,https://github.com/grpc/grpc-java/pull/10623,dual stack: generic health checking,"go/grpc-java-generic-health-check


This change has health checking consumer (new pick first) to install a listener through and health checking producer (outlier detection and client health checking) producing health checks. Health notification chain is built reusing the previous connectivity state chain.


#### New Pick First
Pickfirst installs the health listener, but is capable of detecting when no health checking producer is installed in the system, i.e. when the pick first is top level LB policy, not petiole. In that case, it sets health status to be READY so that health system is no-op.


cc. @ejona86 @larry-safran ",2023-12-12T01:49:56Z,YifeiZhuang,YifeiZhuang,clarity,Is there a design doc for this? | I only merged the health producer part of the change so far. The new pick first change is coming soon.,"initial | Merge remote-tracking branch 'upstream/master' into health-experiment | fix client health | pick first leaf policy test | Merge branch 'master' of https://github.com/grpc/grpc-java into health-experiment | add env variable, health checking pick first lb provider in multiChildLbPolicy | use a helper to simplify | fix env variable, fix test client health check, use statelistener as health listener
add health producer ut | outlier test | fix pickfirst | Merge branch 'master' of https://github.com/grpc/grpc-java into health-experiment | minor fixes | root health producer listener auto notification, health producer key is boolean, parameterized test | kiss | new pick first with health check | Merge remote-tracking branch 'upstream/master' into health-experiment | minor fix style | fix format | Merge remote-tracking branch 'upstream/master' into health-experiment | fix | fix | Merge branch 'master' of https://github.com/grpc/grpc-java into health-experiment | style change | style change"
grpc/grpc-java,10481,https://github.com/grpc/grpc-java/pull/10481,Mark MultiChildLoadBalancer as Internal. ,"Cannot move to the intern package because of its use of classes in the util package.
There is precedence for using the @Internal annotation as it is being done by outlier detection and round robin.  ",2023-08-16T00:33:23Z,larry-safran,larry-safran,clarity,"Cannot move to the intern package because of its use of classes in the util package.

Yeah, ForwardingLoadBalancerHelper should really be in io.grpc.

There is precedence for using the @internal annotation as it is being done by outlier detection and round robin.

They are essentially doing it wrong as well. The only @Internal things should have internal in their name, or be Providers. We do that for clarity, and also because we have Blaze globs internally that prevent users from using our internal APIs without permission (because people kept using them, and then surprised when it broke because the person that did it isn't on the team any more).
RoundRobinLoadBalancer is public as a hack to share code with WRR, which had to be implemented very quickly. There should be some code sharing, but we haven't gotten that nice yet (and this base class might actually replace what was done there).
OutlierDetectionLoadBalancer looks to be public because the config is used from xds. That should just use json and the Provider.",Mark MultiChildLoadBalancer as Internal.  Cannot move to the internal package because of its use of classes in the util package. | Exclude MultiChildLoadBalancer from javadoc generation. | Fix javadoc creation. | Fix javadoc creation. | Revert interop-testing no-javadoc configuration
grpc/grpc-java,9626,https://github.com/grpc/grpc-java/pull/9626,core: fix RejectedExecutionException in  Retriable Stream,"fix https://github.com/grpc/grpc-java/issues/9547

### revision 1
Add big negative integer to pending stream count when cancelled. The count is used to delay closing master listener until streams fully drained.
Increment pending stream count before creating one. The count is also used to indicate callExecutor is safe to be used. New stream not created if big negative number was added, i.e. stream cancelled. New stream is created if not cancelled, callExecutor is safe to be used, because cancel will be delayed.


### revision 2
1.  incrementing pending stream count only when cancel is not called, otherwise no op. This is to prevent the count never goes to `Integer.MIN_VALUE`.
2. create new streams (retry, hedging) is moved to the main thread, before callExecutor calls drain.
3. minor refactor the masterListener.close() scenario. 
",2022-11-22T21:04:07Z,YifeiZhuang,YifeiZhuang,clarity,"@ejona86 , do you want to approve? So that we can try import next monday. global tap seems fine.",core: fix race condition cancel and drain in retriable stream | Merge branch 'master' of https://github.com/grpc/grpc-java into inflight-substream-counter | count stream within createSubStream | fix
grpc/grpc-java,9873,https://github.com/grpc/grpc-java/pull/9873,xds: add weighted round robin LB policy support,implementation design doc: [go/grpc-java-wrr](http://goto.google.com/grpc-java-wrr),2023-02-27T18:34:52Z,YifeiZhuang,YifeiZhuang,clarity,"Can you rebase this on master because #9875 is merged? I would have looked at just the commits after that other PR, but there were so many; in the future you could squash commits that were just used during development before creating the PR.","refactor round robin LB | rename abstract* | refactor round robin LB | rename abstract* | temp: add weightedroundrobinimpl
1. to merge orca api remove listener
2. to merge metric report api rqs
3. to settle the package | add weighted round robin picker and scheduler | comments, and add afterSubchannelUpdate | format | move abstraction to composition | remove listener | add update timer to LB , not in picker
RoundRobinLB picker issue, e.g.
size = 5, index = 4
pick1: i = index = 5
pick2: i = index = 6
pick1 : oldi = 5, i = 0, index = 0
pick2: oldi = 6, i = 1, index not updated = 0.
pick1 return subchanel[0], pick2 return subchannel[1]
next time, it still return subchannel[1], it gets picked more often; | use original round robin wl | add subchannel listener | add test | Merge branch 'master' of https://github.com/grpc/grpc-java into wrr-impl | add more tests | add provider test | fix current picker | remove virtual time, change comment | fix avg weight | Merge branch 'master' of https://github.com/grpc/grpc-java into wrr-impl | Merge branch 'master' of https://github.com/grpc/grpc-java into wrr-impl | add env variable | Merge branch 'master' of https://github.com/grpc/grpc-java into wrr-impl | parse wrr proto | add test scheduler | fix comments, timer, volatile, etc | bazel checksum, and use ticker | infTime = nanoTime() + MAX_VALUE | minor fix"
grpc/grpc-java,9025,https://github.com/grpc/grpc-java/pull/9025,xds: Improve code clarity by removing Unnecessary fully qualified names and using Immutable interface types.,"1. Unnecessary fully qualified names
Currently in XdsCredentialsRegistry, the child classes are referred by
their fully qualified names i.e.
'io.grpc.xds.internal.GoogleDefaultXdsCredentialsProvider' instead of
importing GoogleDefaultXdsCredentialsProvider and just using
GoogleDefaultXdsCredentialsProvider.class.

2. Use immutable interfaces instead of the generic collection interface
   i.e. ImmutableMap instead of just Map in the unit tests.

These improvements are related to changes made in #8924.

@ejona86 ",2022-04-04T14:19:54Z,ejona86,anicr7,clarity,,"xds: Improve code clarity by removing Unnecessary fully qualified names
and using Immutable interface types.

1. Unnecessary fully qualified names
Currently in XdsCredentialsRegistry, the child classes are referred by
their fully qualified names i.e.
'io.grpc.xds.internal.GoogleDefaultXdsCredentialsProvider' instead of
importing GoogleDefaultXdsCredentialsProvider and just using
GoogleDefaultXdsCredentialsProvider.class.

2. Use immutable interfaces instead of the generic collection interface
   i.e. ImmutableMap instead of just Map.

These improvements are related to #8924. | xds: Revert the change to return ImmutableMap in XdsCredentialsRegistry"
grpc/grpc-java,8695,https://github.com/grpc/grpc-java/pull/8695,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity,This change will also need to be backported to all branches containing xds-k8s.,2021-11-13T01:40:07Z,sanjaypujare,sanjaypujare,clarity,,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity
grpc/grpc-java,8702,https://github.com/grpc/grpc-java/pull/8702,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (backport 1.42.x) (#8695),,2021-11-15T18:30:01Z,sanjaypujare,sanjaypujare,clarity,,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (#8695)
grpc/grpc-java,8703,https://github.com/grpc/grpc-java/pull/8703,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (backport 1.35.x) (#8695),,2021-11-15T18:29:43Z,sanjaypujare,sanjaypujare,clarity,,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (#8695)
grpc/grpc-java,8704,https://github.com/grpc/grpc-java/pull/8704,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (backport 1.34.x) (#8695),,2021-11-15T18:29:21Z,sanjaypujare,sanjaypujare,clarity,,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (#8695)
grpc/grpc-java,8701,https://github.com/grpc/grpc-java/pull/8701,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (backport 1.41.x) (#8695),,2021-11-15T18:30:48Z,sanjaypujare,sanjaypujare,clarity,,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (#8695)
grpc/grpc-java,8700,https://github.com/grpc/grpc-java/pull/8700,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (backport 1.40.x) (#8695),,2021-11-15T18:31:04Z,sanjaypujare,sanjaypujare,clarity,,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (#8695)
grpc/grpc-java,8698,https://github.com/grpc/grpc-java/pull/8698,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (backport 1.38.x) (#8695),,2021-11-15T18:31:36Z,sanjaypujare,sanjaypujare,clarity,,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (#8695)
grpc/grpc-java,8699,https://github.com/grpc/grpc-java/pull/8699,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (backport 1.39.x) (#8695),,2021-11-15T18:31:23Z,sanjaypujare,sanjaypujare,clarity,,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (#8695)
grpc/grpc-java,8697,https://github.com/grpc/grpc-java/pull/8697,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (backport 1.37.x) (#8695),,2021-11-15T18:31:51Z,sanjaypujare,sanjaypujare,clarity,,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (#8695)
grpc/grpc-java,8696,https://github.com/grpc/grpc-java/pull/8696,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (backport 1.36.x) (#8695),,2021-11-15T18:32:05Z,sanjaypujare,sanjaypujare,clarity,,buildscripts: rename xds-k8s to psm-security as part of tech-debt cleanup and name clarity (#8695)
grpc/grpc-java,8715,https://github.com/grpc/grpc-java/pull/8715,xds: add end-2-end test with java control plane,"Moving https://github.com/grpc/grpc-java/pull/8618 to xds package, because it seems a better destination.
Previously reverted due to wrongly using shaded dependency that breaks google3: https://github.com/grpc/grpc-java/pull/8656
cc. @dapengzhang0 

Latest structure:
added a java control plane for xds tests end-to-end.
The FakeControlPlaneService manages full sets of xds resources. Use `setXdsConfig()` method to update the latest xds configurations; the method can be called anytime and multiple times dynamically. The fake control plane allows multiple clients connecting, delivers xds responses(for the data resources, or ACK/NACK) for the xds client requests.
The `FakeControlPlaneXdsIntegrationTest` only has one pingPong test case now. Other test case can be added in a similar way.


",2022-02-25T21:22:03Z,YifeiZhuang,YifeiZhuang,clarity,,"xds: add xds end to end interop test | Merge branch 'master' of https://github.com/grpc/grpc-java into xds_e2e_test | refactor | Merge branch 'master' of https://github.com/grpc/grpc-java into xds_e2e_test | fix | cleanup | find available port | refactor | Merge branch 'master' of https://github.com/grpc/grpc-java into xds_e2e_test | fix | Merge branch 'master' of https://github.com/grpc/grpc-java into xds_e2e_test | Merge branch 'master' of https://github.com/grpc/grpc-java into xds_e2e_test | fix | use xdsServerBuilder(0,...) | Merge branch 'master' of https://github.com/grpc/grpc-java into xds_e2e_test | Merge branch 'master' of https://github.com/grpc/grpc-java into xds_e2e_test | use 127.0.0.1 for local server | use wildcard domain in rds, get server listener socket address for eds | Merge branch 'master' of https://github.com/grpc/grpc-java into xds_e2e_test | fix"
grpc/grpc-java,8681,https://github.com/grpc/grpc-java/pull/8681,netty: Add system property to disable Connection header check,"A user has a proxy that is sending ""Connection: close"", which is against
the HTTP/2 spec, but will take time to fix.

Fixes #8674

CC @augi, @YifeiZhuang 

I'll backport this to v1.42.x. We're anticipating having a 1.42.1 release soon.",2021-11-09T17:26:19Z,ejona86,ejona86,clarity,,"netty: Add system property to disable Connection header check

A user has a proxy that is sending ""Connection: close"", which is against
the HTTP/2 spec, but will take time to fix.

Fixes #8674"
grpc/grpc-java,7877,https://github.com/grpc/grpc-java/pull/7877,Document that xds uses grpc-netty-shaded,"For clarity, also extract grpc-netty-shaded to a separate paragraph.

Closes: #7869.",2021-05-12T02:19:40Z,sanjaypujare,lepistone,clarity,"The committers are authorized under a signed CLA.✅  Leonardo Pistone (bfa4e7a) | @lepistone could you address the comments so we can merge the PR? Thanks | I removed the additional paragraph so I am now only adding a paragraph. This should address both comments.
Sorry it took so long and thanks for reviewing!",Document that xds uses grpc-netty-shaded
grpc/grpc-java,7803,https://github.com/grpc/grpc-java/pull/7803,api: Reword retry javadoc to make clear service config is source of configuration,"Multiple users have tried things like
`mcb.enableRetry().maxRetryAttempts(3)` and been confused when no
retries were performed. Providing a reference to the gRFC and
`defaultServiceConfig()` should greatly increase the clarity of how to
use the method.",2021-01-13T19:36:09Z,ejona86,ejona86,clarity,,"api: Reword retry javadoc to make clear service config is source of configuration

Multiple users have tried things like
`mcb.enableRetry().maxRetryAttempts(3)` and been confused when no
retries were performed. Providing a reference to the gRFC and
`defaultServiceConfig()` should greatly increase the clarity of how to
use the method."
grpc/grpc-java,11859,https://github.com/grpc/grpc-java/pull/11859,xds: Allow FaultFilter's interceptor to be reused across RPCs,"This is the only usage of PickSubchannelArgs when creating a filter's ClientInterceptor, and a follow-up commit will remove the argument and actually reuse the interceptors. Other filter's interceptors can already be reused.

There doesn't seem to be any significant loss of legibility by making FaultFilter a more ordinary interceptor, but the change does cause the ForwardingClientCall to be present when faultDelay is configured, independent of whether the fault delay ends up being triggered.

Reusing interceptors will move more state management out of the RPC path which will be more relevant with RLQS.

CC @sergiitk 

-----

The diff is sorta hard to follow, so it may be easier to see the shape of the code before and compare to it after. I don't believe there to be any behavior changes other than what I mentioned with ForwardingClientCall being present in extra cases, although the change is obviously not trivial. The only code I wrote was around `checkFault` and setting `delegate` after the `DeadlineInsightForwardingCall` creation; everything else should be moves.",2025-01-29T22:21:53Z,ejona86,ejona86,legibility,"The test is a good point. I didn't consider it at the time because this was split out from another PR which will remove the argument that provides the headers/metadata today. I agree it makes sense with this split out. But since that second part is coming now-ish and make it impossible to work the old way, a test won't do much.","xds: Allow FaultFilter's interceptor to be reused

This is the only usage of PickSubchannelArgs when creating a filter's
ClientInterceptor, and a follow-up commit will remove the argument and
actually reuse the interceptors. Other filter's interceptors can
already be reused.

There doesn't seem to be any significant loss of legibility by making
FaultFilter a more ordinary interceptor, but the change does cause the
ForwardingClientCall to be present when faultDelay is configured,
independent of whether the fault delay ends up being triggered.

Reusing interceptors will move more state management out of the RPC path
which will be more relevant with RLQS."
grpc/grpc-java,10354,https://github.com/grpc/grpc-java/pull/10354,"new pick first policy, architectural change","The [dual-stack support project](https://github.com/markdroth/proposal/blob/dualstack/A61-IPv4-IPv6-dualstack-backends.md?rgh-link-date=2023-06-29T18%3A36%3A24Z) will add Happy Eyeballs and change pick first to be a universal leaf LB policy. However, it details some architectural differences between C-core and Java/Go for the subchannel and pick first policy.

In Java and Go, pick first logic is implemented within the subchannel itself instead of inside the load balancer unlike C-core.

We will take this opportunity to bring gRPC to a more uniform architecture across implementations and write a new pick first policy. This is important so that different implementations do not continue to diverge as more features are implemented. 

This change will include creating a PickFirstLeafLoadBalancer which will contain the pick first logic, as well as redesigning some components such as backoffs and address updates. This will set us up nicely to implement Happy Eyeballs and use pick first as a universal leaf policy.

The new InternalSubchannel will be migrated later on once it is time to deprecate the current InternalSubchannel.",2023-08-14T22:23:40Z,tonyjongyoonan,tonyjongyoonan,"legibility, easier to read","This is getting close! I only had a quick glimpse of the test and I didn't find the test case about the state machine after READY. Once after READY and that connection is down, we will do the iteration again by creating new subchannels. Also sticky TF should be explicitly tested if not already covered.

Excited to finalize! Both of the cases you mentioned should be tested.

state machine after READY

We test this inside: recreate_shutdown_subchannel() as well as the way it interacts with address updates: updateAddresses_intersecting_idle(),  updateAddresses_disjoint_idle().

sticky TF should be explicitly tested

We test this here: success_from_transient_failure() as well as all the update address cases where ""transient_failure"" is in the name. Let me know if there's anything I missed. | cc. @larry-safran","static stride scheduler algorithm/class (currently unused)

fixed check issues | Merge pull request #2 from tonyjongyoonan/static-stride-scheduler-draft-1

static stride scheduler algorithm/class (currently unused) | Revert ""static stride scheduler algorithm/class (currently unused)"" | Merge pull request #3 from tonyjongyoonan/revert-2-static-stride-scheduler-draft-1

Revert ""static stride scheduler algorithm/class (currently unused)"" | internal subchannel experimental test | internal subchannel experimental | pick first load balancer experimental | pick first load balancer experimental test | adding logic | migrated pickfirstexperimentaltest | migrated pickfirstloadbalancerexperimental | migrated internalsubchannelexperimental | migrated internalsubchannelexperimentaltest | fixed update address logic, added simple tests for successful connections | fixed updateAddresses(), added basic disjoint test case | updateAddresses intersecting logic + test cases | backoff logic | fixed internal subchannel + test cases to reflect new architecture | fixed internal subchannel test cases | fully fixed and tested update address/connection logic | fixed small todos | test cases verify correct subchannel picked | added sticky transient failure logic, fixed mock backoff logic | channel creation fixed | new way of representing/storing subchannels | fixed and tested internal subchannel | update logic | set comparison logic is fixed | fixed and added most update test cases | added update address connection test cases | update addresses fully tested | fixed comments | fixed refresh name resolution and feedback | fixed imports | fixed style, completed update test cases | removed unused method | local build doesn't match github style checker | fixed iterate logic | fix test case | optimizations + removing unnecessary component | fixed shutdown logic | removed TF to IDLE, covered edge cases | feedback fix + optimizations + checking for TF with index | style fix | added tf --> idle | fixed concurrent modification | simplified request connection logic | update addresses properly enters transient failure | fixed feedback + optimizations | unnecessary import | style fix | test syntax fix | address update connecting out of backoff behavior | state map update properly | Delete InternalSubchannelExperimental.java | Delete InternalSubchannelExperimentalTest.java | fixed feedback, simplified address fetch logic | remove unused ds | new class to represent subchannel data | ready logic + tightened request connection logic | remove unnecessary imports | fixed feedback + cut verbose testing | unused state listeners | unit testing requestConnection() | removed unnecessary test"
grpc/grpc-java,12360,https://github.com/grpc/grpc-java/pull/12360,11246 :: Unexpected error when server expands a compressed message to learn it is too large ,Fixes : #11246 ,2025-11-03T09:19:04Z,kannanjgithub,vimanikag,easier to read,"It might be easier to test with a complete flow, #12428",11246 :: Unexpected error when server expands a compressed message to learn it is too large | 11246 :: Unexpected error when server expands a compressed message to learn it is too large | 11246 :: Unexpected error when server expands a compressed message to learn it is too large | 11246:: addressing the review comments. | 11246:: added the junit's for checked exception (StatusException) | 11246:: addressing the review comments | 11246:: addressing the review comments | 11246:: added the serialVersionUID or new static class to fix the PR check failures | 11246:: addressed the review comments excluding junit's. | 11246:: added the junit's for the latest changes. | 11246:: Updated the JUnit tests based on the recent review comments. | 11246:: added the JUnit tests based on the recent review comments. | 11246:: Addressing the latest review comments | 11246:: Addressing the latest review comments | 11246:: Addressed the review comments
